time,gFx,gFy,gFz,TgF
0.852266041,0.2366,1.1534,0.0461,1.178
0.854873125,0.2073,1.1642,0.0295,1.183
0.858985833,0.1787,1.1771,0.0122,1.191
0.859236718,0.1543,1.1864,-0.0029,1.196
0.862290416,0.1287,1.1937,-0.0156,1.201
0.864609166,0.1069,1.1993,-0.0251,1.204
0.86698151,0.0864,1.1996,-0.0337,1.203
0.86871276,0.0667,1.2020,-0.0408,1.205
0.871638229,0.0530,1.2028,-0.0479,1.205
0.87443276,0.0369,1.2018,-0.0547,1.204
0.876047864,0.0239,1.2035,-0.0637,1.205
0.878711823,0.0127,1.2040,-0.0698,1.206
0.881926198,0.0010,1.2052,-0.0767,1.208
0.885691198,-0.0107,1.2076,-0.0823,1.210
0.885941041,-0.0212,1.2096,-0.0874,1.213
0.887778229,-0.0300,1.2101,-0.0923,1.214
0.890168021,-0.0378,1.2103,-0.0977,1.215
0.892493021,-0.0413,1.2118,-0.1050,1.217
0.894914114,-0.0427,1.2123,-0.1157,1.219
0.897551198,-0.0439,1.2133,-0.1267,1.221
0.899834062,-0.0422,1.2115,-0.1380,1.220
0.901924062,-0.0408,1.2084,-0.1460,1.218
0.905124948,-0.0396,1.2030,-0.1514,1.213
0.906745573,-0.0410,1.1967,-0.1548,1.207
0.909340468,-0.0422,1.1920,-0.1587,1.203
0.911684427,-0.0444,1.1869,-0.1607,1.199
0.914555104,-0.0464,1.1844,-0.1611,1.196
0.916290677,-0.0464,1.1798,-0.1658,1.192
0.919528385,-0.0457,1.1769,-0.1695,1.190
0.920927916,-0.0452,1.1720,-0.1743,1.186
0.925298125,-0.0449,1.1678,-0.1797,1.182
0.925760937,-0.0476,1.1620,-0.1851,1.178
0.928662291,-0.0493,1.1551,-0.1892,1.172
0.931057083,-0.0527,1.1505,-0.1926,1.168
0.932796979,-0.0552,1.1451,-0.1944,1.163
0.935193229,-0.0598,1.1410,-0.1966,1.159
0.938608333,-0.0662,1.1395,-0.2002,1.159
0.939999375,-0.0698,1.1393,-0.2014,1.159
0.94362875,-0.0759,1.1410,-0.2041,1.162
0.944772968,-0.0811,1.1417,-0.2066,1.163
0.947264166,-0.0872,1.1420,-0.2114,1.165
0.949298854,-0.0977,1.1425,-0.2149,1.167
0.951833958,-0.1101,1.1425,-0.2178,1.168
0.953959896,-0.1214,1.1451,-0.2188,1.172
0.956877187,-0.1336,1.1437,-0.2180,1.172
0.958647604,-0.1436,1.1351,-0.2193,1.165
0.961752864,-0.1565,1.1224,-0.2180,1.154
0.964618646,-0.1677,1.1056,-0.2168,1.139
0.965976823,-0.1797,1.0851,-0.2107,1.120
0.968567864,-0.1897,1.0636,-0.2051,1.100
0.971149948,-0.1992,1.0445,-0.1992,1.082
0.972980521,-0.2071,1.0265,-0.1936,1.065
0.975911562,-0.2132,1.0084,-0.1912,1.048
0.977912343,-0.2176,0.9967,-0.1914,1.038
0.980710521,-0.2202,0.9840,-0.1926,1.027
0.98272,-0.2251,0.9710,-0.1922,1.015
0.984942812,-0.2298,0.9537,-0.1956,1.000
0.987216823,-0.2332,0.9361,-0.1946,0.984
0.989658593,-0.2354,0.9137,-0.1961,0.964
0.991882708,-0.2378,0.8907,-0.1978,0.943
0.994212291,-0.2403,0.8683,-0.2022,0.923
0.998945364,-0.2427,0.8412,-0.2058,0.899
0.999422083,-0.2498,0.8155,-0.2092,0.878
1.001255,-0.2608,0.7901,-0.2146,0.859
1.00506776,-0.2769,0.7630,-0.2202,0.841
1.006063073,-0.2945,0.7369,-0.2246,0.825
1.009047396,-0.3135,0.7110,-0.2244,0.809
1.011110989,-0.3357,0.6822,-0.2232,0.792
1.01415125,-0.3609,0.6522,-0.2239,0.778
